AT,V,AP,RH,PE
4.95,42.07,1004.87,80.88,485.67
20.38,66.54,1013.95,77.8,448.93
23.23,60.32,1016.73,78.35,447.09
25.09,71.58,1010.17,86.01,434.51
22.19,58.49,1010.91,77.03,449.4
20.87,63.31,1012.27,79.51,446.7
24.24,72.43,1008.02,86.4,436.6
11.66,44.6,1018.39,89.98,471.3
11.84,40.05,1014.54,86.78,473.82
31.85,73.91,1003.6,60.22,431.26
17.9,43.72,1008.64,74.73,452.55
18.85,41.1,1001.95,61.75,462.4
24.43,67.25,1017.99,74.27,436.5
28.18,49.3,1003.97,55.56,438.91
23.68,51.3,1011.86,71.24,451.67
21.93,61.45,1008.92,98.54,443.91
13.21,43.71,1024.5,86.59,466.39
30.18,61.5,1009.8,36.81,436.92
8.94,43.13,1014.82,76.66,483.63
13.18,40.73,1017.62,94.4,465.96
18.2,52.72,1025.87,54.26,463.47
24.97,68.61,1011.08,58.94,447.83
28.29,68.67,1005.46,69.22,436.4
32.74,68.31,1010.23,41.29,441.66
8.37,39.99,1010.36,93.26,482.31
28.6,61.86,1011.86,62.13,439.74
22.57,62.4,1009.77,86.05,444.69
28.32,68.12,1011.62,46.75,433.59
22.65,68.67,1006.67,77.42,447.01
8.44,41.17,1019.9,70.72,486.15
19.69,56.65,1020.82,71.54,453.96
22.5,45.38,1014.11,65.08,458.19
25.65,69.45,1013.95,50.42,436.24
30.46,66.75,1017.81,54.48,432.45
30.07,70.98,1007.74,75.68,437.55
33.43,69.88,1006.86,44.84,435.59
14.38,40.73,1017.48,90.64,462.98
8.36,38.91,1016.27,88.82,482.09
22.02,46.93,1014.32,55.92,451.92
8.95,38.56,1017.85,64.34,475.43
11.61,41.17,1019.57,58.82,476.81
26.84,71.94,1006.6,79.12,427.2
23.24,45.01,1012.21,45.23,457.01
13.31,42.18,1016,83.94,466.56
14.33,45.51,1015.42,71.55,468.92
28.89,70.72,1009.36,70.33,433.02
16.37,53.16,1014.89,74.84,459.52
23.08,48.41,1008.44,82.35,443.5
10.05,40.46,1018.71,67.38,469.06
25.38,70.94,1007.87,73.59,446.31
19.51,66.51,1015.28,80.75,448.04
18.38,62.1,1020.12,77.27,452.91
13.42,41.23,994.17,95.79,468.82
16.32,43.5,1021.3,72.6,460.07
27.06,77.17,1008.71,90.6,432.2
27.02,71.25,1000.48,87.86,438.33
8.82,43.56,1014.95,81.54,482.71
19.82,46.63,1013.17,87.1,456.36
20.12,58.12,1015.47,79.38,453.33
31.91,69.89,1014.59,54.51,429.29
28.71,64.69,1006.52,68.38,435.85
20.46,54.2,1011.4,84,448.1
29.75,70.32,1007.35,55.8,427.2
14.41,42.77,1019.84,82.54,465.89
29.89,71.29,1009,55.72,431.45
24.92,60.95,1014.88,60.58,445.44
21.09,50.9,1012.42,69.09,456.09
21.08,44.05,1008.13,72.52,449.6
25.21,51.43,1006.43,78.55,439.01
32.96,68.31,1010.39,42.33,443.57
24.22,62.08,1022.53,60.79,449.11
16.17,38.01,1022.19,70.99,462.54
26.92,78.92,1011.65,96.22,434.64
13.61,42.34,1017.93,91.61,463.89
23.54,65.27,1013.78,64.28,445.19
18.79,49.15,1021.69,70.16,458.75
27.98,71.98,1005.58,81,428.44
22.75,57.76,1017.83,66.54,452.33
26.2,72.24,1011.3,78.29,432.65
21.91,48.7,1006.89,83.97,449.8
26.85,57.19,1007.9,60.04,438.01
30.85,67.45,1014.53,32.99,430.8
13.98,39.18,1009.61,89.12,467.97
26.2,71.73,1009.99,74.99,434.08
14.22,40.83,1009.2,81.32,469.75
29.19,70.32,1008.28,55.42,427.9
21.86,49.21,1014.61,53.31,452.77
19.43,52.9,1018.35,61.12,456.08
20.77,43.77,1010.76,63.12,453.46
9.26,39.61,1021.18,84.58,480.38
16.52,43.7,1015.08,58.36,466.73
15.4,38.73,1000.67,79.71,469.18
21.98,48.41,1008.42,84.86,444.6
24.73,69.05,1003.25,66.44,437.93
26.58,62.39,1006.36,68.98,438.66
27.98,58.33,1013.92,54.25,437.76
31.98,73.42,1010.66,60.06,432.2
26.86,71.14,1007.11,76.61,426.97
17.78,58.95,1016.32,89.61,450.89
9.38,44.77,1020.41,85.26,473.9
23.43,69.23,1013.09,63.48,441.6
28.16,61.47,1009.19,62.53,442.48
18.62,44.06,1017.76,64.59,452.82
26.11,52.36,1013.9,59.62,453.76
14.07,46.18,1017.77,87.83,465.05
3.51,35.47,1017.53,86.56,489.07
11.42,41.38,1021.98,60.19,479.23
13.55,42.99,1007.58,97.55,470.82
14.85,40.69,1014.91,72.64,469.3
7.91,41.79,1021.86,54.92,479.02
26.94,73.21,1002.83,91.25,431.19
17.36,41.23,998.08,63.46,459.1
14.1,41.04,1026.11,74.25,465.89
24.04,68.94,1007.62,69.11,437.13
17.74,49.78,1004.9,100.09,450.44
30.24,68.3,1016.21,48.25,431.82
21.61,41.54,1014.5,75.62,458.47
28.26,65.34,1014.56,43.4,441.03
17.84,52.08,1006.65,100.09,450.67
9.74,41.01,1019.12,98.39,465.8
18.91,59.21,1017.76,90.49,450.24
24.88,73.17,1012.26,84.96,434.85
13.86,50.59,1019.2,97.22,467.23
19.4,49.69,1012.89,75.53,455.6
19.35,43.43,1009.4,66.11,454.02
24.1,71.29,1007.96,67.56,442.8
25.89,66.49,1013.08,63.16,434.67
18.84,61.27,1019.64,71.95,454.47
29.28,77.17,1009.4,76.3,433.14
18,43.7,1015.4,61.28,464.26
27.02,71.77,1006.38,72.1,428.1
26.81,61.47,1009.68,68.34,443.66
25.53,59.57,1010.65,82.04,445.59
20.67,63.56,1013.27,79.39,450.7
15.24,44.45,1020.56,66.13,460.94
11.74,40.71,1020.64,82.15,470.05
24.63,59.57,1010.45,85.36,440.67
23.07,57.17,1009.84,76.8,444.08
26.01,61.47,1009.54,75.01,435.78
24.87,65.75,1006.45,65.75,435.6
24.16,60.29,1018.09,63.49,446.17
5.74,37.8,1021.37,74.47,490.81
24.34,50.16,1004.78,74,445.33
20.31,49.69,1011.57,69.03,455.37
32.98,71.32,1003.67,49.78,433.56
10.27,41.44,1017.04,77.09,479.3
10.13,38.16,1013.57,79.04,474.92
25.95,59.92,1010.05,76.05,443.93
12.72,40.71,1016.02,71.57,466.99
32,73.17,1009.92,42.47,433.72
21.54,69.48,1011.04,80.48,443.15
29.77,69.98,1013.32,69.6,430.65
12.4,40.35,1011.46,79.49,476.44
31.08,59.57,1010.76,60.49,442.88
33.4,69.98,1013.29,47.78,432.44
30.2,69.59,1008.9,67.32,434.66
22.45,63.77,1014.57,87.44,444.26
21.75,49.82,1015.01,78.33,455.28
25.77,63.31,1012.76,65.98,439.98
23.53,68.94,1007.53,69.17,437.48
11.67,42.74,1025.92,79.57,474.75
17.7,48.98,1015.79,83.18,454.41
17.39,42.44,1013.72,73.79,461.55
25.64,50.05,1006.97,67.72,440.86
13.52,41.48,1014.46,67.12,460.76
21.94,62.52,1015.99,74.56,449.87
26.71,59.39,1014.24,66.45,439.33
22.01,49.39,1019.6,75.8,451.84
29.1,73.9,1007.47,59.48,436.56
22.5,59.54,1007.99,93.63,445.22
14.62,44.84,1023.41,85.17,464.51
30.96,71.77,1006.26,52.76,425.66
22.17,60.27,1018.21,89.55,443.31
13.7,42.86,1030.68,79.77,470.28
29.98,76.09,1007.62,75.6,432
23.66,69.51,1012.9,52.59,435.39
12.62,34.03,1019.06,74.78,471.55
8.09,38.5,1012.99,67.31,484.81
24.04,72.43,1008.02,87.2,439.39
12.93,43.13,1014.91,55.7,474.88
27.53,67.83,1009.4,53.73,429.05
14.38,44.78,1010.8,66.58,459.66
14.01,45.08,1023.28,82.49,464.79
22.69,59.44,1012.97,83.47,446.43
26.93,56.9,1006.25,77.79,444.7
13.16,43.71,1024.44,85.68,469.06
24.35,59.21,1018.21,54.46,444.35
26.92,63.73,1010.29,68.6,440.35
26.01,74.33,1015.69,81.22,435.82
15.18,43.67,1011.59,92.58,467.74
5.41,45.87,1008.47,97.51,479.48
29.48,59.27,1010.99,51.23,440.72
13.07,45.51,1015.22,78.65,460.14
21.46,58.18,1007.45,95.33,444.12
24.5,58.66,1011.54,57.92,451.03
23.08,64.44,1014.85,69.95,448.61
26.2,71.14,1007.92,72.95,431.7
30.98,69.82,1009.17,50.63,438.44
24.6,57.32,1012.48,45.14,442.64
24.11,68.63,1014.34,45.28,448.45
15.42,37.85,1009.89,85.8,467.33
17.53,44.9,1020.5,71.1,457.61
24.88,49.16,1006.04,64.54,445.18
20.57,44.9,1008.39,62.69,456.18
23.46,51.19,1009.6,73.22,444.82
12.49,38.25,1012.61,83.32,470.63
30.91,70.32,1011.92,65.59,433.71
15.36,41.66,1012.41,62.32,466.7
15.49,54.3,1017.59,71.26,464.24
14.47,48.79,1017.05,69.87,466.25
11.8,41.2,1017.18,82.71,475.19
7.33,41.16,1023.17,92.43,466.16
25.54,49.16,1003.64,47.4,443.55
14.76,43.79,1016.17,75.72,464.14
13.68,45.08,1024.91,85.26,467.02
25.45,67.83,1009.47,57.97,429.95
21.96,59.8,1016.72,72.6,452.48
20.88,47.45,1007.5,76.21,449.34
5.99,35.79,1011.56,91.69,484.82
27.37,65.06,1013.09,50.92,440.5
32.49,74.99,1002.19,34.58,435.43
27.63,71.98,1005.45,82.88,426
25.45,70.04,1011.2,82.48,430.2
12.85,40.92,1023.04,84.04,461.05
11.64,40.22,1010.58,80.84,477.52
25.14,60.93,1007.44,76.71,437.4
24.37,63.47,1012.77,75.22,445.6
27.64,75.6,1017.35,54.78,441.04
8.05,38.38,1021.14,86.39,482.17
20.73,41.1,1001.86,47.51,456.44
20.27,63.09,1016.6,90.7,446.75
19.35,64.15,1021.37,68.53,457.74
26.06,71.73,1009.65,77.02,432.38
22.36,58.79,1011.77,87.51,446.49
24.48,64.45,1014.69,51.43,452.82
18.23,45.01,1012.24,73.86,454.06
8.43,40.6,1015.39,91.81,483.1
18.6,58.71,1009.8,86.42,430.38
16.62,52.05,1011.96,67.81,457.89
27.28,44.89,1009.02,49.9,441.94
24.26,69.51,1013.43,53.23,442.56
32.92,69.05,1000.74,39.61,426.61
12.17,40.6,1013.59,88.62,473.76
10.39,40.22,1004.95,91.65,476.49
15.82,43.34,1014.52,79.07,460.4
19.81,43.56,1013.39,38.13,460.59
6.65,38.5,1014.01,87.6,491.54
25.43,69.13,1002.2,86.44,431.53
24.1,60.29,1008.2,61.81,449.79
25.47,60.75,1007.27,65.91,438.42
16.41,44.92,1024.27,84.16,462.12
8.83,43.56,1014.9,81.55,482.43
21.96,51.43,1007.28,89.96,442.87
14.17,41.67,1013.4,72.77,471.42
23.82,48.92,1010.48,44.45,446.85
20.82,52.84,1004.13,79.42,449.59
25.72,49.82,1016.19,60.1,452.33
12.05,48.04,1009.14,100.13,464.14
12.41,41.16,1017.45,93.64,464.08
32.63,74.99,1002.42,40.07,432.79
29.63,69.59,1008.3,72.53,438.64
31.7,76.09,1007.06,72.39,441.36
21.42,43.79,1015.76,43.08,462.19
23.78,60.27,1018.02,78.06,441.56
10.31,38.18,1018.02,70.1,476.31
11.6,40.96,1023.95,86.83,473.66
25.3,58.46,1015.91,69.71,439.25
7.14,44.71,1019.98,71.9,487.71
28.55,69.84,1003.38,67.26,432.7
11.35,40.66,1016.86,96.4,466.55
30.84,66.75,1017.54,40.69,432.03
31.11,74.16,1012.2,58.86,435.69
8.39,52.72,1026.06,86.76,473.45
8.77,42.49,1010.7,86.78,469.1
20.57,63.78,1016.76,74,449.93
28.18,71.14,1011.56,48.03,432.72
19.27,43.14,1013.17,39.85,463.14
19.15,39.72,1001.49,58.62,457.45
18.98,38.52,1018.85,63.16,454.6
12.83,44.88,1017.86,87.88,474.26
8.22,41.03,1021.76,82.97,485.5
9.15,39.61,1018.69,84.47,475.64
7.61,39.37,1015.84,83.73,483.74
12.05,49.83,1008.54,95.11,454.18
25.42,73.21,1001.91,93.78,432.04
13.04,40.69,1015.96,82.37,473.49
24.73,65.34,1015.42,52.8,446.92
21.44,63.09,1016.56,90.11,444.19
30.18,68.24,1009.31,64.06,427.38
23.51,58.79,1016.44,65.38,445.75
27.36,48.6,1003.18,54.93,436.06
14.04,42.44,1012.74,81.89,471.81
20.76,69.05,1001.89,77.86,442.82
24.73,70.72,1009.82,88.79,439.3
15.22,50.88,1014.19,100.12,460.44
25.44,63.13,1011.74,77.83,441.91
14.2,45.51,1015.36,74.85,465.35
10.17,41.46,1019.34,83.04,480.13
22.34,52.84,1004.05,73.96,449.06
9.86,41.01,1018.49,98.71,467.37
25.92,50.16,1003.95,71.3,440.98
28.99,54.2,1012.79,41.9,442.6
20.84,59.8,1016.96,75.05,451.13
12.15,71.14,1019.56,86.06,462.51
23.39,73.5,1011.37,88.48,441.18
28.16,70.4,1003.77,83.17,434.01
28.33,64.96,999.71,69.66,427.42
21.76,60.27,1018.96,85.06,446.86
12.68,45.01,1013.86,83.26,448.69
19.67,60.77,1017.33,88.13,444.87
19.51,48.78,1021.03,86.33,453.27
9.61,44.03,1008.3,91.36,473.54
22.56,62.26,1012.11,63.16,445.33
27.92,63.07,1010.75,45.26,442.87
32.14,68.31,1010.48,42.15,436.15
17.79,40.12,1012.74,79.03,459.13
11.61,52.75,1020.94,77.56,464.68
28.12,44.89,1009.18,47.14,441.13
24.81,59.87,1018.56,61.18,444.89
8.51,41.26,1023.17,87.79,477.51
19.58,50.12,1009.82,100.1,449.44
27.32,76.09,1007.77,74.64,443.13
29.62,70.02,1010.09,43.1,439.35
29.66,59.22,1013.25,61.2,441.58
19.04,51.86,1018.05,79.01,458.64
25.02,47.45,1008.07,60.42,446.62
11.04,45.51,1017.53,83.42,474.45
14.26,44.2,1019.81,76.46,462.87
26.6,61.02,1010.26,66.16,436.19
14.74,44.47,1028.29,67.87,462.92
25.18,65.06,1013.64,55.77,440.27
31.4,71.06,1008.44,74.77,433.34
11.92,40.55,1016.91,100.07,472.45
18.68,59.14,1016.96,77.09,452.85
33.6,74.33,1012.31,35.66,428.62
12.07,41.17,1013.54,71.32,479.28
15.46,42.07,1017.9,81.12,459.15
30.35,71.32,1009.17,64.61,434.62
15.03,42.44,1014.25,94.52,464.91
11.49,35.76,1019.08,60.04,472.45
23.86,74.93,1016.88,71.44,444.38
27.09,65.61,1014.22,48.13,442.94
22.56,70.79,1005.85,93.09,435.14
27.31,64.44,1014.65,57.27,442.77
25.84,69.14,1009.22,88.47,431.35
21.17,52.3,1009.67,88.88,444.5
13.48,41.44,1015.64,71.46,471.39
17.29,52.72,1024.71,62.32,467.23
20.25,59.8,1015.3,82.69,453.81
14.02,44.85,1016.54,75.73,469.53
7.76,42.28,1008.52,83.31,483.8
15.93,40.89,1011.57,74.55,468.8
25.07,77.95,1012.87,83,438.55
16.7,46.18,1012.6,96.15,455.93
30.78,69.14,1007.27,62.77,433.96
12.22,41.2,1016.81,81.22,474.96
22.9,49.3,1003.45,80.95,441.77
15.12,52.05,1014.63,80.38,464.78
7.1,41.74,1022.25,91.07,484.12
5.85,40.77,1022.44,84.77,480.59
18.74,45.09,1014.24,41.54,456.25
22.73,43.79,1015.61,42.66,460.2
23.99,50.32,1008.41,67.4,444.23
33.37,71.37,1003.75,45.26,432.67
10.72,39.35,1015.35,86.43,480.18
21.3,59.39,1013.83,84.53,444.21
13.55,43.48,1016.08,67.25,464.33
15.75,39,1015.91,69.58,460.73
13.01,41.49,1019.82,92.86,466.5
8.22,40.77,1009.11,95.61,480.38
15.17,49.15,1021.91,91.73,461.89
13.32,43.22,1009.45,75.3,466.83
10.07,40.46,1018.65,69.2,470.99
5.48,40.07,1019.63,65.62,495.76
27.76,75.33,1003.69,79.62,433.03
14.94,42.77,1018.06,75.35,460.51
20.47,58.16,1016.97,68.6,453.99
14.85,58.59,1014.04,89.85,454.62
30.14,67.69,1006.54,57.05,426.91
17.08,58.86,1016.04,87.46,449.98
17.07,44.9,1020.74,70.18,460.19
13.86,41.58,1020.69,70.74,461.56
24.07,73.46,1006.61,73.46,438.41
14.3,41.93,1020.6,65.38,471.32
23.32,69.23,1011.75,75.59,436.18
13,48.79,1017.14,85.23,464.12
4.15,39.9,1008.84,96.68,491.22
11.54,40.77,1022.13,83.5,465.61
15.43,39.64,1008.58,87.99,464.05
9.73,41.01,1021.76,97.71,469.11
14.64,39.31,1008.84,79.3,462.72
13.63,43.5,1022.12,84.32,468.28
19.81,66.54,1013.88,80.09,449.07
24.77,48.92,1010.25,47.04,448.25
11.99,49.83,1008.33,95.2,468.22
25.04,51.95,1005.56,66.53,449.45
26.45,54.5,1014.96,65.55,450.76
16.64,45.87,1009.02,98.86,456.79
29.21,72.25,1012.72,71.85,434.64
14.26,43.34,1017.24,81.54,464.62
17.74,49.69,1006.09,80.7,457.05
10.41,44.68,1023.53,91.38,474.7
21.89,63.94,1019.55,55.09,447.74
24.56,66.75,1018.5,77.47,435.03
26.97,64.45,1009.43,53.96,443.75
17.66,60.08,1017.22,86.96,456.62
27.83,72.29,1012.04,48.86,445.73
21.8,65.94,1012.02,63.52,448.66
25.33,73.21,1002.19,97.24,433.43
25.28,66.25,1009.77,84.55,439.77
27.75,66.54,1010.21,46.37,437.58
13.64,34.03,1018.32,62.2,469.61
14.07,40.78,1024.67,72.66,456.71
21.86,63.09,1016.64,87.94,442.79
25.54,61.08,1013.77,69.64,448.57
16.68,53.16,1014.32,78.02,456.29
7.94,40.6,1015.3,92.14,486.33
12.07,38.25,1012.67,81.66,470.36
22.56,48.92,1010.7,51.63,445.07
9.29,35.77,1015.34,63.29,475.88
8.81,43.14,1012.46,73.99,481.56
27.76,72.99,1007.81,71.66,435.02
15.81,58.59,1014.41,90.03,456.91
25.04,65.48,1017.66,57.08,440.92
18.6,43.56,1013.9,51.16,464.67
26.76,48.41,1010.53,47.38,440.63
26.27,71.98,1005.72,86.15,427.65
24.26,66.44,1011.33,55.32,445.63
5.72,40.81,1025.78,92.46,487.8
24.54,48.41,1008.61,73.53,439.79
8.83,36.3,1027.08,72.69,479.86
8.26,44.71,1020.85,68.82,485.19
14.08,40.73,1017.52,91.49,461.58
24.66,72.24,1011.35,77.45,434.33
15.62,58.59,1013.91,97.6,457.3
26.42,59.39,1013.95,66.03,438.54
19.13,42.18,1001.45,98.77,456.04
11.6,40.27,1008.55,72.12,473.89
26.67,70.94,1007.7,56.56,439.13
25.24,63.47,1011.3,66.21,442.75
17.38,43.14,1011.09,61.9,459.02
11.71,40.05,1014.49,86.09,471.49
21.61,49.39,1019.41,78.2,449.26
18.2,49.39,1018.83,96.3,455.86
6.93,38.68,1017.61,61.28,482.37
22.49,71.29,1008.24,75.8,442.58
22.08,41.1,1002.19,46.69,455.04
13.94,41.26,1021.67,74.4,467.9
22.12,60.37,1008.75,92.13,439.18
18.14,43.56,1012.83,47.1,461.71
23.43,71.97,1009.42,94.27,442.19
13.82,41.62,1011.48,77.66,454.88
15.06,39.3,1019.63,63.32,464.15
24.38,63.91,1009.53,79.11,446.02
21.78,68.28,1001,79.3,443.24
6.02,43.65,1013.85,83.53,481.92
30.78,73.67,1005.97,58.7,427.15
16.3,38.73,1001.79,73.45,465.7
10.17,40.46,1018.54,68.21,470.33
24.41,58.59,1012.62,64.52,442.64
12.02,43.69,1016.12,74.07,477.74
16.23,43.72,1009.96,83.01,457.9
10.15,41.14,1025.5,91.54,473.56
5.21,43.65,1017.64,78.62,486.08
13.18,40.24,1016.81,86.71,469.35
15.57,44.68,1022.01,90.02,460.91
8.66,44.68,1022.99,95.45,479.62
7.2,40.02,1031.71,69.89,480.53
5.11,42.07,1004.28,81.8,486.41
21.87,61.45,1011.13,92.22,445.21
34.53,73.03,1013.53,36.74,437.03
21.91,63.76,1009.85,76.8,445.04
17.77,43.72,1009.01,77.7,456.34
15.29,41.35,1006.32,82.56,466.27
15.72,43.02,1011.98,45.74,466.33
5.49,38.5,1012.18,79.33,490.84
26.49,67.69,1004.61,78.13,430.62
16.63,39.16,1005.85,72.02,460.29
19.02,52.72,1025.44,51.9,461.57
9.6,41.82,1032.93,72.63,475.01
22.36,51.43,1007.47,87.33,442.53
8.27,35.76,1020.11,75.25,480.8
17.88,46.97,1013.73,67.78,456.77
25.69,73.18,1012.64,86.35,432.82
18.99,59.27,1012.15,89.39,453.4
27.37,63.73,1009.79,65.25,437.24
20.46,51.43,1007.31,93.25,444.88
27.16,56.85,1012.07,39.05,437.4
10.34,37.5,1010.35,95.56,474.08
23.69,65.59,1010.85,88.92,439.66
9.82,39.64,1010.79,69.22,477.93
26.78,73.06,1007.99,90.47,433.25
17.4,44.9,1020.5,77.11,457.75
16.85,50.9,1013.26,83.94,460.68
24.17,59.44,1012.66,78.53,447.13
28.5,76.86,999.49,77.47,430.62
24.7,50.23,1016.23,62.03,454.42
20.71,46.63,1013.1,74.49,453.05
19.85,56.53,1020.57,74.05,457.17
11.6,39.1,1009.81,100.09,460.7
20.12,56.53,1020.34,75.59,454.54
23.27,68.28,1005.01,74.83,444.86
21.18,45.01,1012.57,48.05,451.62
26.47,69.51,1009.51,65.02,433.89
19.46,42.04,1011.3,60.45,466.24
6.76,37.49,1011.66,80.91,484.85
19.76,62.1,1020.07,73.55,450.44
21.92,48.14,1013.44,67.8,449.65
25.41,77.54,1009.68,89.09,434.09
9.23,37.36,1015.01,67.38,481.08
28.53,66.51,1015.9,40.68,436.16
11.58,40.66,1017,97.13,466.42
30.93,61.5,1009.81,41.46,437.35
22.11,59.44,1012.82,84.67,448.15
9.63,41.14,1027.99,87.89,469.73
15.07,40.69,1015.29,70.98,469.03
23.79,59.44,1012.53,79.48,448.67
18.25,60.1,1009.72,90.15,456.25
15.11,45.01,1017.01,84.39,462.21
14.36,41.26,1021.16,73.43,462.25
27.45,64.34,1007.12,65.87,440
23.79,48.06,1012.92,60.03,447.59
14.43,43.5,1021.86,83.14,466.58
17.55,45.87,1008.07,80.98,454.29
25.1,61.47,1007.84,75.75,447.27
17.9,52.08,1006.41,100.09,451.94
21.81,65.46,1013.97,52.16,444.66
9.96,41.55,1002.59,65.86,475.91
12.41,41.44,1015.46,76.9,472.06
26.37,70.79,1005.31,77.3,428.5
7.3,39.72,1020.85,77.83,485.1
11.68,39.22,1017.9,57.95,471.8
18.71,39.39,1014.09,62.82,465.57
21.17,58.46,1017.71,83.98,446.66
19.89,51.43,1007.33,92.08,448.98
15.52,36.99,1006.86,89.7,467.9
10.11,39.72,1019.1,69.68,476.8
23.7,69.23,1011.73,73.18,437.15
21.38,60.84,1017.94,82.83,445.8
26.57,73.21,1002.31,92.51,431.68
9.47,41.4,1026.21,89.08,480.79
11.74,40.6,1013.91,90.57,473.84
25.99,63.07,1012.5,64.81,442.16
22.51,59.21,1018.35,71.97,444.66
22.29,56.89,1014.39,84.89,441.9
22.1,74.87,1009.4,85.78,442.83
27.06,64.45,1008.72,54.21,443.1
13.35,39.18,1023.24,61.98,469.34
13.92,39.85,1012.64,68.03,473.47
24.49,60.27,1018.96,72.62,440.87
11.21,40.75,1016.45,86.14,479.2
10.82,39.96,1025.53,95.89,468.57
8.11,42.18,1014.82,93.09,473.62
10.52,41.48,1018,68.99,469.8
29.11,74.78,1009.6,56.93,438.75
22.78,62.44,1011.79,75.43,446.12
6.65,40.69,1020.11,89.84,479.35
11.28,40.55,1006.23,97.78,475.14
14.87,35.71,1015.53,57.7,468.75
15.85,42.28,1007.4,82.12,467.3
28.43,63.31,1013.44,49.99,432.62
10.62,42.02,999.83,96.66,472.41
22.61,54.42,1014.74,75.87,453.86
10.47,41.06,1022.24,81.16,477.47
27.47,66.86,1006.1,70.2,437.45
12.19,41.17,1019.43,65.47,475.64
13.55,40.1,1014.57,81.48,469.57
15.9,39.99,1007.03,78.49,465.5
4.88,40.27,1012.66,74.51,491.29
21.31,50.78,1008.68,85.28,445.17
9.41,43.5,1021,88.74,473.84
15.14,44.21,1019.97,83.86,463.1
11.64,41.39,1017.36,83.4,479.53
26.91,74.99,1005.64,78.98,437.06
25.79,67.17,1007.89,81.38,440.75
15.46,44.6,1017.7,68.2,459.62
5.79,45.87,1010.23,95.41,480.97
22.96,68.61,1011.15,76.62,447.18
29.68,64.33,1011.2,57.73,441.79
22.76,49.21,1014.35,48.85,448.73
19.8,57.25,1010.84,88.9,451.75
29.97,69.14,1007.92,66.74,433.82
20.02,58.66,1011.5,76.74,454.21
29.48,73.21,1000.67,79.35,433.53
13.6,42.86,1013.37,87.52,472.27
24.8,64.63,1020.69,55.74,447.82
25.69,64.45,1013.05,42,450.94
11.56,39.28,1011.27,82.05,477.71
27.67,71.64,1004.41,78.14,433.29
31.32,74.33,1012.92,36.48,429.57
12.68,41.4,1021.59,78.57,466.64
9.66,41.06,1021.21,84.7,482.2
24.81,66.44,1011.19,69.96,435.79
18.32,65.94,1012.74,86.77,450.5
26.22,69.89,1015.46,76.63,433.61
10.02,42.44,1014.57,99.16,478.5
22.25,66.54,1004.64,89.15,437.19
15.08,42.77,1018.67,73.89,461.6
32.26,73.68,1014.75,60.9,426.48
30.28,70.98,1007.51,74.28,432.64
20.45,48.41,1010.81,86.7,444.69
19.95,50.66,1013.21,81.98,458.72
26.12,75.6,1017.41,72.31,439.68
14.38,44.84,1024.59,81.68,471.6
13.45,41.49,1020.19,88.72,467.3
30.38,71.58,1010.17,50.45,433.75
29.6,71.94,1007.07,62.65,429.02
16.07,47.83,1006.99,86.49,458.18
14.77,41.39,1018.95,65.61,470.21
9.83,41.17,1019.34,72.29,478.21
13.67,44.92,1023.6,85.35,467.71
24.57,49.82,1016.82,65.25,452.3
29.45,68.27,1007.96,61.63,432.96
23.86,63.77,1014.6,82.37,440.58
27.72,69.88,1007.58,72.25,434.02
24.19,50.23,1015.73,59.77,458.31
24.37,68.14,1005.22,59.27,440.22
23.43,54.42,1013.58,70.99,454.86
29.05,75.6,1017.63,51.16,439.14
8.99,41.26,1020.52,91.96,476.09
23.25,63.78,1016.01,72.01,448.82
11.46,39.3,1019.53,76.86,475.51
31.59,62.7,1009.3,50.16,442.58
14.93,39.39,1014.31,80.68,468.88
18.78,63.09,1019.22,80.2,452.86
28.23,64.05,1011.98,75.23,442.3
15.37,43.34,1014.84,80.37,460.02
17.13,43.79,1016.09,58.94,465.3
26.96,72.58,1009.23,89.62,429.03
4.49,40.27,1012.01,76.5,494.24
17.49,40.55,1001.73,73.15,462.37
16.63,43.77,1012.25,75.09,458.66
12.45,37.92,1008.03,61.87,470.59
11.41,39.61,1018.69,69.44,467.19
6.4,39.18,1024.6,86.83,484.44
23.37,63.87,1016.67,60.44,446.42
14.03,44.88,1019.6,57.63,465.51
13.21,40.56,1018.12,64.49,475.86
27.47,69.98,1008.53,58.72,431.11
14.48,40.83,1009.42,81.74,469.64
9.29,34.03,1018.84,74.81,483.74
26.98,72.58,1008.55,78.5,431.12
9.65,44.68,1022.9,98.08,476.71
24.68,48.06,1013.83,54.97,447.96
23.45,69.05,1003.03,66.41,440.24
22.52,67.32,1011.4,66.2,443.49
14.7,41.39,1018.84,68.19,469.6
21.97,65.61,1016.09,73.29,447.05
13.54,40.69,1015.85,77.55,471.05
20.94,44.89,1009.64,75.14,450.71
13.21,45.87,1008.58,85.66,463.1
14.54,42.77,1019.61,81.82,466.37
13.82,40.2,1013.19,90.11,466.99
23.63,58.79,1017.2,67.68,442.86
25.42,68.08,1011.2,76.58,433.82
28.04,69.14,1007.16,80.38,436.37
19.44,48.7,1008.66,94.71,444.9
11.91,40.69,1014.41,83.71,476.71
18.9,62.96,1020.69,80.57,455.88
26.57,48.06,1013.23,40.24,439.54
10.45,40.71,1015.68,81.48,469.22
18.17,66.86,1011.29,78.48,452.77
19.49,46.63,1013.11,88.01,451.31
10.16,40.8,1028.13,86.39,477.49
23.03,65.12,1016.29,69.8,447.84
19.69,56.65,1020.86,70.02,454.87
32.78,71.22,1005.12,48.77,438.77
14.28,39.39,1013.82,77.52,469.92
